user_id,song_id,rating
1,2279,3
1,2282,2
1,2283,1
1,2285,1
1,2287,4
1,2289,2
1,2298,3
1,2302,4
1,2305,1
1,2308,5
1,2309,3
1,2310,2
1,2311,5
1,2318,4
1,2324,2
1,2325,4
1,2327,3
1,2332,4
1,2333,3
1,2334,1
1,2335,4
1,2336,4
1,2337,2
1,2339,2
1,2344,1
1,2348,5
1,2351,3
1,2354,1
1,2362,5
1,2363,5
1,2365,2
1,2366,2
1,2371,1
1,2372,1
1,2375,4
1,2376,2
1,2379,1
1,2381,1
1,2385,4
1,2394,3
1,2396,2
1,2399,5
1,2401,3
1,2402,2
1,2405,3
1,2406,4
1,2410,2
1,2413,2
1,2421,2
1,2423,1
1,2426,2
1,2433,5
1,2434,1
1,2435,3
1,2437,3
1,2438,5
1,2439,5
1,2441,2
1,2444,1
1,2445,4
1,2451,1
1,2452,2
1,2453,3
1,2455,3
1,2459,5
1,2463,4
1,2464,3
1,2465,4
1,2466,1
1,2467,1
1,2469,3
1,2473,3
1,2480,1
1,2481,1
1,2486,1
1,2489,5
1,2490,1
1,2492,4
1,2493,5
1,2495,2
1,2498,1
1,2499,4
1,2501,4
1,2511,4
1,2516,1
1,2519,4
1,2522,5
1,2524,3
1,2529,1
1,2533,4
1,2536,3
1,2540,1
1,2542,3
1,2546,2
1,2547,4
1,2550,3
1,2558,2
1,2560,3
1,2569,2
1,2571,5
1,2573,3
1,2579,3
1,2584,3
1,2587,2
1,2589,5
1,2592,5
1,2602,1
1,2603,3
1,2606,2
1,2610,1
1,2611,5
1,2612,2
1,2622,4
1,2625,1
1,2626,5
1,2627,1
1,2633,1
1,2639,5
1,2642,2
1,2643,1
1,2644,5
1,2646,4
1,2647,5
1,2649,2
1,2650,1
1,2653,3
1,2654,4
1,2660,2
1,2661,3
1,2665,2
1,2667,1
1,2669,1
1,2670,2
1,2673,5
1,2674,1
1,2679,2
1,2682,2
1,2685,3
1,2688,3
1,2689,5
1,2691,4
1,2694,2
1,2695,5
1,2699,1
1,2703,4
1,2707,3
1,2712,2
1,2713,3
1,2717,3
1,2720,5
1,2721,5
1,2722,4
1,2724,1
1,2730,2
1,2734,4
1,2735,3
1,2736,4
1,2737,5
1,2740,3
1,2743,1
1,2744,2
1,2746,2
1,2749,2
1,2750,5
1,2753,2
1,2754,1
1,2755,4
1,2759,4
1,2761,4
1,2764,2
1,2766,5
1,2772,3
1,2774,1
1,2777,1
1,2778,4
1,2785,3
1,2786,3
1,2794,4
1,2810,1
1,2816,2
1,2821,3
1,2826,3
1,2828,2
1,2831,2
1,2833,4
1,2834,1
1,2836,3
1,2842,3
1,2843,4
1,2844,2
1,2852,2
1,2853,1
1,2862,5
1,2864,2
1,2866,3
1,2867,1
1,2870,2
1,2872,3
1,2873,2
1,2878,1
1,2881,4
1,2882,2
1,2892,5
1,2895,3
1,2896,4
1,2897,2
1,2913,1
1,2920,1
1,2923,3
1,2926,4
1,2927,4
1,2929,5
1,2931,2
1,2933,1
1,2935,2
1,2939,1
1,2940,5
1,2944,1
1,2946,2
1,2947,1
1,2952,3
1,2959,3
1,2961,5
1,2967,1
1,2973,2
1,2974,2
1,2982,3
1,2985,4
1,2989,5
1,2992,2
1,2995,5
1,2996,2
1,2998,4
1,3003,1
1,3004,2
1,3011,5
1,3014,2
1,3015,2
1,3017,4
1,3019,5
1,3021,1
1,3022,1
1,3032,1
1,3033,3
1,3035,3
1,3036,2
1,3047,3
1,3049,3
1,3050,2
1,3055,3
1,3057,4
1,3060,2
1,3065,2
1,3070,5
1,3071,1
1,3076,4
1,3079,3
1,3080,2
1,3081,3
1,3082,5
1,3084,2
1,3091,5
1,3092,4
1,3093,3
1,3095,5
1,3105,4
1,3111,4
1,3116,1
1,3120,3
1,3122,4
1,3123,2
1,3127,4
1,3130,3
1,3131,5
1,3132,4
1,3137,2
1,3140,5
1,3141,5
1,3145,4
1,3150,3
1,3152,4
1,3155,1
1,3156,3
1,3159,1
1,3160,1
1,3161,5
1,3168,2
1,3169,4
1,3176,4
1,3178,3
1,3181,3
1,3183,5
1,3187,3
1,3189,1
1,3192,2
1,3194,5
1,3195,4
1,3199,1
1,3201,3
1,3205,2
1,3206,5
1,3208,2
1,3212,4
1,3215,4
1,3218,5
1,3224,5
1,3226,4
1,3227,3
1,3230,4
1,3235,2
1,3237,5
1,3240,5
1,3245,4
1,3248,2
1,3253,4
1,3256,5
1,3264,4
1,3267,4
1,3268,3
1,3269,4
1,3271,4
1,3274,3
1,3277,5
1,3279,5
1,3281,4
1,3282,2
1,3283,2
1,3284,1
1,3288,3
1,3291,4
1,3292,5
1,3294,3
1,3295,2
1,3300,4
1,3307,3
1,3310,1
1,3316,2
1,3319,3
1,3320,2
1,3322,2
1,3324,4
1,3325,2
1,3327,4
1,3331,3
1,3333,3
1,3337,3
1,3338,5
1,3341,2
1,3345,4
1,3346,5
1,3348,4
1,3352,2
1,3353,2
1,3355,3
1,3362,2
1,3363,4
1,3367,3
1,3368,4
1,3372,1
1,3379,2
1,3381,4
1,3384,5
1,3386,4
1,3388,2
1,3390,2
1,3392,4
1,3394,1
1,3397,1
1,3398,2
1,3404,4
1,3405,1
1,3407,3
1,3409,1
1,3411,4
1,3413,3
1,3417,4
1,3418,3
1,3420,4
1,3421,3
1,3428,2
1,3430,3
1,3431,2
1,3434,5
1,3440,1
1,3444,2
1,3445,2
1,3446,3
1,3451,4
1,3452,2
1,3453,1
1,3454,3
1,3460,3
1,3465,2
1,3467,3
1,3472,3
1,3474,4
1,3475,1
1,3476,1
1,3481,3
1,3486,5
1,3489,5
1,3490,5
1,3493,5
1,3496,5
1,3498,1
1,3500,2
1,3503,1
1,3505,3
1,3509,3
1,3517,1
1,3519,5
1,3520,3
1,3524,3
1,3527,4
1,3533,5
1,3541,1
1,3546,5
1,3549,2
1,3550,3
1,3551,3
1,3552,4
1,3558,1
1,3560,2
1,3562,3
1,3563,2
1,3564,4
1,3566,4
1,3567,1
1,3569,4
1,3572,4
1,3574,4
1,3575,3
1,3581,1
1,3582,5
1,3583,3
1,3584,1
1,3587,1
1,3589,3
1,3594,1
1,3595,2
1,3597,3
1,3598,2
1,3599,2
1,3600,1
1,3601,3
1,3602,2
1,3604,1
1,3608,2
1,3609,5
1,3610,1
1,3616,4
1,3617,5
1,3619,3
1,3620,4
1,3621,2
1,3633,1
1,3634,4
1,3639,4
1,3641,3
1,3644,2
1,3645,4
1,3647,1
1,3652,2
1,3653,2
1,3657,4
1,3658,1
1,3662,2
1,3667,4
1,3671,5
1,3673,1
1,3679,2
1,3685,2
1,3686,1
1,3688,5
1,3689,5
1,3694,4
1,3695,2
1,3697,3
1,3698,1
1,3700,1
1,3701,2
1,3708,4
1,3710,4
1,3718,2
1,3721,5
1,3725,1
1,3726,1
1,3732,4
1,3733,1
1,3734,4
1,3743,1
1,3747,1
1,3750,2
1,3755,3
1,3757,1
1,3764,5
1,3768,1
1,3774,3
1,3778,4
1,3779,5
1,3782,2
1,3784,3
1,3792,2
1,3794,3
1,3795,2
1,3798,5
1,3800,2
1,3801,3
1,3805,2
1,3807,2
1,3809,4
1,3815,2
1,3817,4
1,3818,2
1,3824,1
1,3825,3
1,3827,1
1,3836,4
1,3838,1
1,3840,5
1,3853,2
1,3855,1
1,3860,4
1,3861,1
1,3866,5
1,3868,5
1,3869,2
1,3878,3
1,3881,2
1,3883,5
1,3888,1
1,3892,1
1,3898,3
1,3902,2
1,3906,5
1,3916,5
1,3918,4
1,3921,5
1,3922,4
1,3930,4
1,3933,5
1,3934,2
1,3937,1
1,3938,4
1,3956,1
1,3959,3
1,3961,4
1,3964,3
1,3967,1
1,3968,1
1,3969,4
1,3971,5
1,3973,2
1,3976,2
1,3978,4
1,3979,2
1,3980,1
1,3981,4
1,3983,3
1,3984,5
1,3993,3
1,3994,2
1,3999,4
1,4001,5
1,4004,2
1,4006,5
1,4007,4
1,4008,2
1,4012,4
1,4014,1
1,4016,2
1,4019,5
1,4022,2
1,4027,1
1,4035,2
1,4039,3
1,4046,5
1,4050,2
1,4051,2
1,4053,4
1,4055,5
1,4056,5
1,4058,5
1,4060,5
1,4062,5
1,4064,4
1,4065,1
1,4067,5
1,4068,4
1,4070,2
1,4072,1
1,4075,4
1,4080,2
1,4084,2
1,4090,5
1,4095,3
1,4098,2
1,4103,2
1,4106,1
1,4109,1
1,4110,4
1,4113,2
1,4115,3
1,4119,4
1,4122,4
1,4126,2
1,4128,3
1,4132,2
1,4134,4
1,4139,1
1,4141,3
1,4146,5
1,4154,2
1,4158,1
1,4164,1
1,4169,5
1,4170,5
1,4180,3
1,4183,2
1,4184,5
1,4186,5
1,4187,1
1,4189,2
1,4191,5
1,4196,2
1,4198,4
1,4200,2
1,4204,1
1,4207,3
1,4209,4
1,4213,4
1,4214,1
1,4223,4
1,4226,5
1,4238,5
1,4241,3
1,4244,1
1,4247,4
1,4252,3
1,4256,2
1,4258,4
1,4260,2
1,4262,4
1,4278,2
1,4293,2
1,4294,4
1,4301,4
1,4310,3
1,4313,1
1,4314,4
1,4315,2
1,4327,5
1,4335,5
1,4339,1
1,4342,5
1,4343,5
1,4344,4
1,4346,4
1,4354,5
1,4356,1
1,4357,5
1,4359,3
1,4364,3
1,4366,3
1,4368,3
1,4370,4
1,4380,1
1,4384,5
1,4385,2
1,4386,1
1,4389,3
1,4390,5
1,4392,1
1,4393,3
1,4395,1
1,4396,2
1,4398,1
1,4402,1
1,4407,4
1,4410,3
1,4414,3
1,4417,2
1,4418,5
1,4419,1
1,4422,2
1,4427,2
1,4429,3
1,4435,1
1,4439,2
1,4445,5
1,4452,4
1,4456,1
1,4457,4
1,4463,5
1,4464,5
1,4465,3
1,4470,2
1,4472,2
1,4477,4
1,4480,3
1,4483,5
1,4485,3
1,4488,4
1,4495,2
1,4497,3
1,4502,2
1,4504,3
1,4510,5
1,4511,3
1,4514,5
1,4519,2
1,4520,2
1,4521,5
1,4522,3
1,4527,3
1,4529,3
1,4534,5
1,4535,2
1,4536,3
1,4537,5
1,4538,3
1,4540,5
1,4548,4
1,4549,2
1,4550,3
1,4552,5
1,4564,3
1,4566,4
1,4568,4
1,4574,2
1,4577,4
1,4580,4
1,4581,3
1,4582,3
1,4583,3
1,4586,3
1,4588,2
1,4590,1
1,4591,5
1,4598,4
1,4601,2
1,4602,5
1,4613,2
1,4616,5
1,4618,4
1,4619,2
1,4620,4
1,4621,4
1,4622,1
1,4629,1
1,4631,2
1,4639,3
1,4642,2
1,4644,3
1,4647,1
1,4648,5
1,4649,3
1,4651,5
1,4652,3
1,4654,2
1,4657,5
1,4669,2
1,4671,3
1,4677,5
1,4678,3
1,4684,5
1,4686,3
1,4688,5
1,4691,3
1,4693,1
1,4696,2
1,4698,5
1,4711,5
1,4714,3
1,4721,5
1,4723,1
1,4728,3
1,4731,1
1,4742,3
1,4743,1
1,4749,1
1,4752,5
1,4757,4
1,4762,4
1,4763,1
1,4764,2
1,4767,1
1,4771,4
1,4773,1
1,4776,4
1,4777,4
1,4778,5
1,4781,5
1,4783,5
1,4786,2
1,4787,2
1,4790,1
1,4795,1
1,4796,1
1,4806,2
1,4810,2
1,4811,4
1,4816,4
1,4818,4
1,4823,2
1,4826,3
1,4827,2
1,4828,1
1,4830,3
1,4832,4
1,4833,3
1,4837,4
1,4839,1
1,4841,5
1,4845,1
1,4846,3
1,4849,1
1,4851,1
1,4852,2
1,4858,2
1,4860,2
1,4865,4
1,4875,3
1,4881,3
1,4883,4
1,4892,3
1,4896,5
1,4903,1
1,4904,3
1,4907,2
1,4910,2
1,4912,2
1,4917,3
1,4918,3
1,4934,4
1,4936,1
1,4938,1
1,4943,2
1,4948,3
1,4949,2
1,4953,1
1,4956,2
1,4962,2
1,4966,5
1,4974,1
1,4977,2
1,4985,4
1,4986,3
1,4990,2
1,4997,3
1,4998,1
1,4999,4
1,5004,4
1,5009,3
1,5019,5
1,5020,1
1,5034,1
1,5037,4
1,5046,1
1,5047,5
1,5049,5
1,5051,2
1,5055,5
1,5058,1
1,5059,4
1,5061,4
1,5064,2
1,5067,3
1,5073,4
1,5076,4
1,5077,2
1,5080,1
1,5091,2
1,5094,3
1,5095,1
1,5097,2
1,5100,1
1,5109,2
1,5113,4
1,5115,5
1,5117,3
1,5119,1
1,5122,1
1,5123,2
1,5131,3
1,5133,3
1,5134,2
1,5135,5
1,5137,4
1,5138,4
1,5140,1
1,5142,3
1,5143,1
1,5144,4
1,5149,3
1,5150,2
1,5152,3
1,5153,3
1,5156,2
1,5159,5
1,5165,2
1,5168,2
1,5172,5
1,5178,2
1,5186,5
1,5193,5
1,5194,3
1,5198,4
1,5199,2
1,5203,4
1,5205,2
1,5207,3
1,5209,2
297,5210,2
297,5213,1
297,5215,2
297,5216,2
297,5219,4
297,5222,5
297,5223,3
297,5226,3
297,5227,3
297,5228,2
297,5232,5
297,5238,2
297,5241,5
297,5247,4
297,5249,5
297,5256,1
297,5265,4
297,5266,2
297,5267,4
297,5270,5
297,5271,5
297,5272,3
297,5282,3
297,5284,2
297,5285,1
297,5293,3
297,5296,1
297,5300,5
297,5303,4
297,5306,3
297,5307,4
297,5308,2
297,5312,2
297,5314,1
297,5319,3
297,5323,3
297,5325,4
297,5329,3
297,5331,4
297,5333,3
297,5334,5
297,5338,5
297,5339,2
297,5341,2
297,5348,5
297,5352,4
297,5361,1
297,5364,5
297,5365,2
297,5369,4
297,5370,5
297,5374,2
297,5377,3
297,5393,2
297,5394,2
297,5396,1
297,5397,2
297,5400,1
297,5405,5
297,5408,5
297,5409,3
297,5413,3
297,5416,4
297,5420,4
297,5430,3
297,5432,3
297,5439,3
297,5443,4
297,5444,2
297,5450,3
297,5451,1
297,5456,5
297,5457,1
297,5462,3
297,5464,1
297,5465,3
297,5475,2
297,5477,3
297,5484,5
297,5486,4
297,5488,2
297,5489,5
297,5490,1
297,5491,1
297,5492,1
297,5499,5
297,5501,3
297,5502,4
297,5507,1
297,5508,4
297,5509,5
297,5511,5
297,5514,2
297,5521,4
297,5523,2
297,5525,5
297,5526,2
297,5528,4
297,5529,1
297,5536,1
297,5544,2
297,5545,5
297,5550,4
297,5554,2
297,5555,4
297,5558,3
297,5559,1
297,5560,3
297,5562,2
297,5567,2
297,5569,1
297,5571,4
297,5574,4
297,5578,1
297,5579,5
297,5583,2
297,5584,4
297,5587,5
297,5590,3
297,5592,5
297,5593,2
297,5594,4
297,5596,2
297,5597,4
297,5603,4
297,5604,2
297,5607,1
297,5608,5
297,5610,2
297,5612,4
297,5616,4
297,5617,4
297,5620,3
297,5621,1
297,5625,4
297,5626,3
297,5627,4
297,5630,4
297,5639,2
297,5648,2
297,5650,1
297,5656,3
297,5660,2
297,5664,3
297,5666,4
297,5670,1
297,5676,3
297,5677,4
297,5683,4
297,5684,2
297,5692,2
297,5697,1
297,5701,4
297,5703,1
297,5709,5
297,5712,3
297,5720,5
297,5726,3
297,5730,5
297,5735,3
297,5736,2
297,5740,5
297,5741,1
297,5748,5
297,5749,3
297,5752,2
297,5753,1
297,5754,2
297,5755,2
297,5757,4
297,5768,5
297,5770,3
297,5772,2
297,5774,5
297,5775,2
297,5779,4
297,5783,2
297,5784,2
297,5785,1
297,5796,2
297,5797,2
297,5799,4
297,5803,3
297,5806,1
297,5811,2
297,5813,3
297,5814,4
297,5815,5
297,5816,5
297,5819,4
297,5820,5
297,5824,1
297,5832,2
297,5836,1
297,5837,5
297,5838,1
297,5842,5
297,5844,4
297,5845,1
297,5846,3
297,5849,3
297,5852,5
297,5855,1
297,5857,4
297,5864,2
297,5866,2
297,5868,2
297,5869,5
297,5871,3
297,5873,4
297,5874,2
297,5888,1
297,5890,5
297,5891,2
297,5893,5
297,5896,2
297,5897,2
297,5899,1
297,5900,3
297,5902,2
297,5905,5
297,5912,2
297,5916,1
297,5917,3
297,5921,1
297,5923,1
297,5924,4
297,5925,4
297,5935,1
297,5938,5
297,5941,5
297,5946,5
297,5948,1
297,5950,2
297,5951,3
297,5955,3
297,5957,4
297,5965,2
297,5968,4
297,5969,3
297,5974,3
297,5976,2
297,5978,4
297,5980,1
297,5983,1
297,5986,5
297,5991,1
297,5995,2
297,5996,4
297,5998,4
297,5999,2
297,6001,3
297,6003,1
297,6005,4
297,6009,2
297,6013,5
297,6014,4
297,6015,4
297,6018,4
297,6023,3
297,6027,3
297,6031,1
297,6032,3
297,6034,5
297,6035,1
297,6037,1
297,6040,4
297,6041,1
297,6044,3
297,6045,3
297,6049,1
297,6052,5
297,6053,4
297,6066,2
297,6073,5
297,6078,3
297,6090,1
297,6093,2
297,6094,3
